"","AGO","BDI","BEN","BFA","BWA","CAF","CIV","CMR","COD","COG","ERI","ETH","GAB","GHA","GIN","GMB","GNB","GNQ","KEN","LBR","MLI","MOZ","MRT","MWI","NAM","NER","NGA","RWA","SEN","SLE","SOM","SSD","SWZ","TCD","TGO","TZA","UGA","ZAF","ZMB","ZWE"
"LBR",0.011883344880308,0.0049218635319732,0.0261640101848037,0.0490578094133635,0.00163844202215893,0.00437771446364713,0.19725664008043,0.0176569724518956,0.0212963852723468,0.00574026883949498,0.00172231493879842,0.0150706160349979,0.00397802754533308,0.0772103530242862,0.108336517438841,0.0137728200835726,0.014816550269002,0.00370971420934647,0.00964299154822788,NA,0.0346000953716027,0.00623944006476963,0.011442880982722,0.00514126154361277,0.00203474988222945,0.0168180578849618,0.087285791473573,0.00515370930436014,0.0426375567756658,0.115362448595443,0.00377081914638877,0.00482944102209764,0.000849726535988567,0.00916165372798424,0.0247931912815435,0.0107845420814655,0.0100435283150771,0.0100662707282341,0.00599518732137264,0.00473629172807904
"MLI",0.0132438424773749,0.00657558162874491,0.0454665525423065,0.138256095416851,0.00185788439970003,0.00666337190445239,0.0719603594684591,0.0259207358614571,0.0278151585187978,0.00718132580610305,0.00269288563190528,0.0224076146541128,0.00472457541697034,0.0800605678769297,0.0438932326173415,0.011892282539903,0.0101973835283857,0.00456005176456711,0.0135069191175203,0.0188794771145369,NA,0.00773101718096023,0.0344747437866059,0.00645659866730055,0.00218217682305446,0.0437086607887309,0.154456518086231,0.00698004859796891,0.0430251481390255,0.0251605001541197,0.00544675249760763,0.00726666809501649,0.00099741974241673,0.0171178715553849,0.0345507038058046,0.0142370523730969,0.0141589594929238,0.0113527589872388,0.00728396897414735,0.00565653396594603
"MOZ",0.0318938435982942,0.0242527283025866,0.00597662896497805,0.00702678918450817,0.0111247321985022,0.00602094328273579,0.00830410246674406,0.0133714504482932,0.0616765077906715,0.00711103970239896,0.00380361175028634,0.0452686335429082,0.00353237709736315,0.00989547284590798,0.0044150428484466,0.00139983282228647,0.00125305805272298,0.00258068571393362,0.0463040497775928,0.00271736007930687,0.00617057373108842,NA,0.00201157228777255,0.199001238046931,0.00686341024019784,0.00830884079044435,0.0387691844866219,0.0225840133702019,0.00447616651135545,0.00323101964861075,0.0138283711551996,0.0115291115798523,0.00999979258396093,0.00862815313643163,0.00462052724239556,0.0994961794249201,0.0376725438076326,0.0609871836746692,0.0659723804127865,0.0979208473984596
"MRT",0.0137600597957457,0.0067730227277722,0.0285415551127451,0.0620091319599994,0.00203637067151889,0.00618269427386583,0.0614516507762463,0.0221011797295519,0.0277718902410608,0.00675262181644754,0.00284328236862068,0.0236581285813415,0.00434906720973392,0.0555856250279638,0.0592512701986596,0.0262444901639234,0.0196735041504752,0.0040258261570978,0.0142462836675516,0.0209390887904399,0.115614093622953,0.0084519412190993,NA,0.00696686852903841,0.00239056725707306,0.0314951704942562,0.113268986144386,0.00715793524307955,0.104104836652693,0.0337164262982782,0.0058942454304325,0.00730194445332818,0.0011139902792967,0.0152558278861756,0.022789089496597,0.0150843122570871,0.0145453653647626,0.0127395312390696,0.0077493581139848,0.00616276659764832
"MWI",0.0296567396908072,0.0292497584944141,0.00533548838242163,0.0061974934455677,0.00824769327182081,0.00586778431916566,0.00725061523688087,0.0125042219358201,0.0661246354545809,0.00682130494219099,0.00354174893905214,0.0435846813628932,0.00329793663416723,0.00874073335254436,0.00381552599358368,0.00120170192017432,0.00107588075958585,0.00238846868633383,0.0490869112662993,0.00235127168760923,0.00541158199148506,0.208971625765464,0.00174119870004498,NA,0.00548375260723593,0.00750918721059536,0.0353099102754783,0.0262830816598508,0.00384897765416477,0.00278547372807254,0.012841215520182,0.0115809569500478,0.00559798775630215,0.00803434982139871,0.0041081845900458,0.139550203228415,0.0409187001300114,0.0409335481087523,0.0788837426758791,0.0638657258506608
"NAM",0.105608607402034,0.0188359943540584,0.0106901345856389,0.0124651224969686,0.0372832922440231,0.00795795250416875,0.0159307677868342,0.0220736777490838,0.0754822367017095,0.0127938121365558,0.00354884810164332,0.0370364927254416,0.00696364897663542,0.0186037186651376,0.00823910972501519,0.00254274407227199,0.0023063088216252,0.00489871560833097,0.0304433941927386,0.00531745966608709,0.0104513031522529,0.0411842875134054,0.0034140646557013,0.0313355924018937,NA,0.0125700417433864,0.0651361299438475,0.0182910624240525,0.00805894032382061,0.00616104882043176,0.0101110452626231,0.011176620138674,0.0081460074665642,0.0114460733503282,0.00849705054974397,0.0465014812353253,0.030239827386733,0.143256196114866,0.0482017539399289,0.0467994350604197
"NER",0.0159921151409202,0.00950843084368823,0.0395046662259819,0.0434552010930142,0.00214265777726551,0.0131806297577609,0.0311632568321434,0.0490560617371713,0.0410096145626029,0.0105537375394447,0.00424856727102211,0.0340679202748746,0.00650151679000919,0.0458445403781541,0.0151589336237862,0.004424336114307,0.003887534610714,0.00647555596643518,0.0195978645910203,0.0084428705320222,0.0402132450875244,0.00957752182699938,0.00864043988004811,0.00824278745971953,0.00241467026570246,NA,0.322834103480145,0.0102983289668414,0.0148794309082929,0.0100860911009232,0.00771080732069412,0.0123542989645507,0.00115094157117168,0.0524375891164659,0.0250750037017323,0.0194872975683911,0.0216575521801266,0.0126509673540506,0.0092292684520012,0.00684364313228163
"NGA",0.0219622842867395,0.0111357998722927,0.0860181218274838,0.0536625493682592,0.00262088433369714,0.0166776280523203,0.0426709942205165,0.122901186634119,0.0534743472313965,0.0180030421650868,0.00380022748058921,0.0328916478356487,0.0127002698926937,0.076905409503294,0.017205794192754,0.0045818632318067,0.00413775658517877,0.0152123020394647,0.0206224038675136,0.010732409361717,0.0348054497024049,0.01094557968976,0.00761100996815389,0.00949329927933771,0.0030646610885183,0.0790712846728866,NA,0.0119550465794194,0.0151804208291255,0.0117947541113673,0.00753264435694478,0.01262706565295,0.00133437848344342,0.0370102832837367,0.0497171125452833,0.0219346018894234,0.0236435504745696,0.014993882049643,0.0112464354998871,0.00812161786057367
"RWA",0.0178426747197543,0.29663176288696,0.00440308969526236,0.00489301011359508,0.00256621891329323,0.00802180444654159,0.00542865144315777,0.0126693008813298,0.120497931047535,0.00702207660506274,0.00348698296497243,0.0463032464222632,0.00302726746662139,0.00685325995376562,0.00276711627601919,0.000854303449750394,0.000763804321072812,0.00218760651510205,0.0600266845650999,0.00169831943253791,0.00421546260228644,0.0170883058732511,0.00128903535136224,0.0189383713484521,0.00230645624410009,0.00676008154060217,0.0320403357109213,NA,0.00275646767862585,0.00199513020131553,0.010161397379144,0.0201654213887894,0.00137929745912784,0.00854511874095267,0.00331666028721358,0.0862846749925942,0.130948022233442,0.0130329520545567,0.0199680722772746,0.0108636245162924
"SEN",0.0100071996413903,0.00458733432087687,0.0185457801527816,0.038141398860266,0.00148098405141033,0.0039875306757868,0.0555907970128957,0.0145406016497334,0.0189737480196089,0.00468266861446769,0.00179480991930529,0.0152878571708586,0.00306753797956758,0.0409988112239134,0.0960779796495029,0.236251242997416,0.0881003851930647,0.00280638072945137,0.00945633931573842,0.0245718768065925,0.0454418210214348,0.00592312200908013,0.0327864600134717,0.00485018485884756,0.00177717741747593,0.0170811872264114,0.071150204812803,0.00482058186441496,NA,0.0540433738415858,0.00385668296329069,0.00470594024444481,0.000800556306691304,0.00908206043013001,0.0156590991086842,0.0102730920057752,0.00963185253779603,0.00931655100686206,0.00546387671919785,0.00438491162697441
"SLE",0.00991592765134696,0.00424696749480446,0.0199846326473133,0.0398336488115455,0.0014108397467877,0.00371789096399515,0.0983790211191449,0.0143765048069396,0.0180415324807748,0.00468432778658849,0.0015437064812861,0.013395178461025,0.00317063456939748,0.052030927987274,0.278771244487558,0.0232770075281534,0.0287191881463275,0.00292529984209089,0.00847920914190206,0.0847992459929203,0.0338948822215887,0.00545337735813027,0.0135439912282765,0.00447706577686191,0.00173296185353763,0.0147684910806434,0.070511952645479,0.00445040267067426,0.0689324889918491,NA,0.00336781468332197,0.0042203655770359,0.00074330522556577,0.00800394891403855,0.0180247884640625,0.00939993006341173,0.00874639221569839,0.00876557863556428,0.00515388535488828,0.00410544089219672
"SOM",0.0164375700551206,0.0207697316584451,0.00661922763022473,0.00791348078119088,0.00313226686789589,0.00791137765528828,0.0086338410682447,0.0147665736316402,0.0502135302592825,0.00631680381834423,0.0176468413769606,0.327338306210714,0.00315839980310463,0.0104701728507296,0.00469613521117448,0.00151913314344286,0.00134286144200329,0.00248016663709029,0.121686214142283,0.00276627301068322,0.00732292036265571,0.0232931803853252,0.00236300779267435,0.02059834625129,0.00283832562523223,0.0112679497180257,0.0449420754148744,0.0226210787204138,0.00490938687039625,0.00336108887892067,NA,0.0251168899903722,0.00209214739861949,0.0137038662946008,0.00498159372131021,0.063139461613917,0.0634498637338818,0.0191033631554546,0.016328303699815,0.0127482431183571
"SSD",0.0198061333810225,0.0322627445415894,0.00881087749668289,0.00984372564468629,0.00289128545708791,0.0208191839015547,0.0102920574097397,0.0253478173910059,0.092289783944858,0.010495496295693,0.0127867234802161,0.151798673918448,0.00483410349529926,0.0131964378997938,0.0052997144793692,0.00164857216027553,0.00146382478784999,0.00379969902683966,0.0852106757345534,0.0031680952674904,0.00873622929486056,0.0173658335776388,0.00261768565621377,0.016611647103246,0.00280555433688837,0.016143778344107,0.0673674532061671,0.0401429428601972,0.00535675465478932,0.00376637807371085,0.0224599038852653,NA,0.00163961497296044,0.0261614368801258,0.00648944335804762,0.055489899622091,0.147105062807951,0.0161068112629995,0.016553184543668,0.0110147598450166
"SWZ",0.0366860625368888,0.0166551850698841,0.00667672089446242,0.00798070405057747,0.0230636981873967,0.00562912356026875,0.00974709052201978,0.0137913629616905,0.0520716602755505,0.00723782753921513,0.0033279033040124,0.0364589606560245,0.00377863687453805,0.011353251720354,0.00524104979611486,0.00167067111098762,0.00149958435215235,0.00277348344448473,0.0317576720529738,0.00325180101487204,0.00699536009742638,0.0878686996902833,0.00232972030497788,0.0468428821776235,0.0119287905385033,0.0087737200183464,0.0415307846668567,0.0160178143946482,0.00531606944893215,0.00386976366107046,0.0109138435537535,0.00956500697233091,NA,0.00847967717319223,0.00522384190595294,0.0521361794835489,0.0276722531931596,0.242175936373174,0.044520593580849,0.0871866128409022
"TCD",0.0210304920703,0.0160964665650752,0.0226711009672343,0.0242202826501286,0.00281746640015892,0.0317826882063977,0.0218611886218825,0.0618207974405219,0.0676522350620604,0.0146761986421252,0.00810935849301796,0.0630704368889541,0.00787525341020356,0.0301220997672337,0.0109065583422719,0.00330266289825831,0.00291669242673248,0.00721958817930163,0.0341108422781917,0.0063363333600159,0.0216970775783954,0.0137018880710546,0.00576603836050044,0.0121501535114392,0.00302919685231474,0.0722424679788119,0.208177063741761,0.0179342321027198,0.0108993980450827,0.00753079676552064,0.0129195658912638,0.0275819122140505,0.00153249364402405,NA,0.0156627378348622,0.0312089796572742,0.0403271651950555,0.0162535994809057,0.0132998797455119,0.00948661065938546
"TGO",0.00879122963777556,0.00389059227424832,0.200544053204739,0.0729700129112758,0.00109708270943086,0.00431462290714814,0.0540089038166447,0.0222948448241093,0.0178712170696244,0.00556161893494233,0.00133296122718849,0.0115973145693577,0.00410402569956077,0.250051227336064,0.0148883013561203,0.00334159107215938,0.00309911558281435,0.00441143881721024,0.0073643092398294,0.0101437046907013,0.0259064794481159,0.00434064359413939,0.00509528807048017,0.00367520017626718,0.00133026815832807,0.020435764317392,0.165430807261178,0.00411780424026895,0.0111169312667044,0.0100324456967671,0.00277826159543844,0.00404734519299971,0.000558482295402327,0.00926547525242313,NA,0.0080719852644912,0.00804366614486354,0.00645023387633072,0.00435255154687918,0.00327219872058717
"TZA",0.0273128117730149,0.0715452649360724,0.00620316125689079,0.00712037926419657,0.00531351544722686,0.00829265897527473,0.00807935365010298,0.015552536972082,0.0949183932358848,0.00823460175973625,0.00538588073781335,0.0749523023761918,0.00383565429240019,0.00991694966502806,0.00422385809024905,0.00132622501032555,0.00118435882455352,0.00280827003127823,0.124032935748053,0.00258048130225274,0.00624318815582124,0.054664305906792,0.00197243238092635,0.0730123561667722,0.00425767612004444,0.00928830220760893,0.0426849806076525,0.0626517511577213,0.00426534501676158,0.0030598215880671,0.0205939922780574,0.0202400499708955,0.00325981856660901,0.0107972817133178,0.00472079564883216,NA,0.095650312758015,0.0277180807192254,0.0449943114617298,0.0271056042265222
"UGA",0.0197005537576851,0.0660987636302182,0.00629263443315399,0.00707680810127747,0.00302908446764983,0.0118938679092607,0.00769653545171493,0.0175065792355153,0.101899624050507,0.00852053388736343,0.00729167663221706,0.111233287331247,0.00383021419197859,0.00970437121181858,0.00397236090180095,0.00123750264660632,0.00110238562892991,0.00287734562044039,0.155774330163433,0.00240485410211669,0.00621328247839005,0.0207121793648772,0.00190328867098872,0.0214235352088916,0.00277069397850664,0.0103299330825082,0.0460427700447011,0.0951484917459381,0.00400189999635745,0.00284907478278841,0.020709698826445,0.0536943611079592,0.0017314189514394,0.013961625198429,0.00470752132356294,0.095717161843717,NA,0.0163203615499322,0.0201031276756261,0.012516260814008
"ZAF",0.0610495085543621,0.0211730631090545,0.0103848319039467,0.0124406925382685,0.0475403403489317,0.00805042144806965,0.0155336639051521,0.0208074784152053,0.0725207203490741,0.0110204228861986,0.00438932224036222,0.0466070412397958,0.00589854534238189,0.0179253690961276,0.00833396622622626,0.00264603163117886,0.00238285991294934,0.00431340713023092,0.0388056705609383,0.00522736898649947,0.0108044658861508,0.0727196124096413,0.00361531048738346,0.0464794333276611,0.0284665471961615,0.0130865147460134,0.0633249660299083,0.0205379876158297,0.00839505794237725,0.00619252281687824,0.0135227508435479,0.0127503690198685,0.0328625119355989,0.0122039370746347,0.00818701990112154,0.0601559650721297,0.035394998697885,NA,0.054203041938351,0.0800462612339039
"ZMB",0.0619673001734192,0.0350620680082916,0.0070170326770886,0.00798966782023269,0.0144099936214534,0.00767714313739984,0.00948151040943475,0.0171701465226318,0.10546702180386,0.0104516395477751,0.00359574123989177,0.0418612998215655,0.00493769065606025,0.0115326107591866,0.0048801005877641,0.00151192529268707,0.00135965983477611,0.00343779602051114,0.042601558424746,0.00305883722667013,0.0068109709966869,0.0772883775566523,0.00216071229449586,0.0880051323987471,0.00941072924875058,0.00938008127769462,0.0466675317262438,0.0309164976427448,0.00483736082279974,0.00357734510356136,0.0113562604212923,0.0128746016507029,0.00593567036324846,0.00981154001362306,0.00542791910550245,0.0959427611218982,0.0428365824619926,0.0532552857760765,NA,0.0880338964318405
"ZWE",0.0458210807597844,0.0222034536958537,0.00642535934840834,0.00749673870399025,0.0254604448054595,0.00613381602164032,0.00902657817399561,0.0143890239312923,0.0666537497480586,0.00807859872804286,0.00330892917832229,0.0376729514742186,0.0040378170443822,0.0107447858089103,0.00474554612134621,0.00149047541906806,0.00133918533659201,0.00289026748333871,0.0359704227312898,0.00296060994301216,0.00648008170919097,0.140545303717826,0.00210521313574268,0.0872926111216466,0.0111941258962032,0.00852149545921383,0.0412887395250675,0.0206071548635465,0.00475617225680491,0.00349120239943043,0.01086259906095,0.0104958210004381,0.0142412389486788,0.00857412244519931,0.00499940422663595,0.0708113435220459,0.032674949706823,0.0963538894419801,0.10785469710557,NA
